"","motive","times"
"6355","The specific motive is unknown; however, a local source speculates that the attack was designed to free several inmates from a Nigerian Prison Services Farm Center.",1
"6356","The specific motive is unknown; however, a local sources speculates that the attack, which targeted members of the Tarok tribe, was in revenge for the killing of nine Fulani tribe members in January.  However, other local sources speculated that that the killing was part of a personal misunderstanding.",1
"6357","The specific motive is unknown; however, Al-Qa'ida in Iraq (AQI) claimed responsibility in an online statement, saying that the attack was part of a larger pattern of violence targeting government and security forces in ""response to the campaign of detaining, torture, embargo and confiscation of lands of Sunni people, especially in Baghdad and its outskirts.""  Sources speculated that the attack may be part of a larger trend of sectarian violence between Iraq's minority Sunni and majority Shiite communities.",43
"6358","The specific motive is unknown; however, Al-Qa'ida in Iraq claimed responsibility in an online statement, saying that the attack was part of a ""blessed Wednesday invasion,"" targeting Shiites and ""traitors of the Sunnis."" Sources also noted that the attack occurred two days before an important Shiite religious ritual.",1
"6359","The specific motive is unknown; however, Al-Qa'ida in Iraq claimed responsibility in an online statement, saying that the attack was part of a ""blessed Wednesday invasion"" targeting Shiites and ""traitors of the Sunnis."" Sources also noted that the attack occurred two days before an important Shiite religious ritual.",27
"6360","The specific motive is unknown; however Al-Qa'ida in Iraq has a general goal of threatening Sahwa militia members into rejoining Al-Qa'ida by killing their top leaders.",1
"6361","The specific motive is unknown; however, Al-Qa'ida in the Arabian Peninsula (AQAP) had launched several attacks on security officials in the previous few months.",1
"6362","The specific motive is unknown; however, Al-Qa'ida in the Arabian Peninsula (AQAP) has a history of targeting Yemeni intelligence personnel.",1
"6363","The specific motive is unknown; however, Al-Qa'ida in the Arabian Peninsula (AQAP) recently asserted their intention to eliminate the government intelligence agencies' high-ranking members.",1
"6364","The specific motive is unknown; however, Al-Qa'ida in the Arabian Peninsula (AQAP), the suspected group behind the attack, has an overall strategy of attacking anti-terror officials.",1
"6365","The specific motive is unknown; however, Al-Shabaab had vowed to retaliate against Kenya for crossing the border into Somalia to attack them in October 2011.",1
"6366","The specific motive is unknown; however, Al-Shabaab has vowed to retaliate against Kenya for crossing the border into Somalia to attack them in October, 2011.",1
"6367","The specific motive is unknown; however, Al-Shabaab, who claimed responsibility for the attack, had previously stated that it would launch attacks in Ethiopia in response to Ethiopian troops being sent to Somalia.",1
"6368","The specific motive is unknown; however, Altaf Hussain, the head of the Muttahida Qaumi Movement (MQM), posits that the assailants targeted the MQM workers in an effort to discourage the political party from participating in the upcoming Pakistani general elections.",1
"6369","The specific motive is unknown; however, a media source noted that the targeted police commander led operations in Mogadishu to arrest suspects and seize weapons.",1
"6370","The specific motive is unknown; however, a member of the victim's tribe speculated that the attack was in retaliation for the tribe driving Al-Qa'ida in the Arabian Peninsula (AQAP) out of the town of Mudia.",1
"6371","The specific motive is unknown; however, a military official claimed that the New People's Army (NPA) executed the attack in order to disrupt the Filipino government's peace and development efforts.",1
"6372","The specific motive is unknown; however, a military official indicated that, at the time of the incident, the targeted Sudan People's Liberation Army (SPLA) convoy was investigating reported sightings of David Yau Yau, the leader of a dissident Murle tribal faction.",1
"6373","The specific motive is unknown; however, a military official posits that two Moro Islamic Liberation Front (MILF) commanders led and executed the attack in retaliation for the death of a high school teenager, who was killed by two Dale Bong residents on July 1, 2013.",1
"6374","The specific motive is unknown; however, a military official suspected that the attack was carried out in retaliation for recent military operations against the Bangsamoro Islamic Freedom Movement (BIFM).",1
"6375","The specific motive is unknown; however, a military official suspected that the attack was carried out in retaliation for the recent capture of a Bangsamoro Islamic Freedom Movement (BIFM) camp by security personnel.",1
"6376","The specific motive is unknown; however, a military official suspected that the attack was related to an extortion demand by the New People's Army (NPA).",1
"6377","The specific motive is unknown; however, a military official suspected that the explosive device was intended to distract military forces from their operations against Abu Sayyaf Group (ASG).",1
"6378","The specific motive is unknown; however, a military source noted that the hostage takers demanded an end to military and police operations in exchange for the release of the barangay councilman.",1
"6379","The specific motive is unknown; however, a military source speculated that the attack may have been related to a clash between government forces and the New People's Army (NPA) several days earlier, which left six dead.",1
"6380","The specific motive is unknown; however, a military source speculated that the attack was an attempt by the New People's Army (NPA) to harass the re-election campaign of Efren Pinol, mayor of Magpet town, who canceled a campaign rally scheduled for later that day and had not paid the NPA a demanded extortion.",1
"6381","The specific motive is unknown; however, a military source speculated that the attack was designed to prevent the targeted troops from carrying out peace and development programs.",1
"6382","The specific motive is unknown; however, a military source speculated that the attack was in response to earlier military offensives against New People's Army (NPA) camps and logistical caches.",1
"6383","The specific motive is unknown; however, a military source speculated that the attack was in retaliation for government attacks on hilltop enclaves in southern Maguindanao province two days earlier.",1
"6384","The specific motive is unknown; however, a military source speculated that the hotel bombing was part of a trend in increased violent attacks during the Muslim holy month of Ramadan.",1
"6385","The specific motive is unknown; however, a military source speculated that the New People's Army (NPA) planted the device as revenge for the death of five NPA members in a police station attack on May 20, 2014.",1
"6386","The specific motive is unknown; however, a military source speculates that the attack was designed to hinder the search for Leopoldo Rosero, a merchant allegedly kidnapped by the National Liberation Army of Colombia (ELN).",1
"6387","The specific motive is unknown; however, a military source states that New People's Army (NPA) perpetrated the attack to reaffirm their presence in the area.",1
"6388","The specific motive is unknown; however, a military spokesman speculated that attack was in response to the farm's owner refusal to pay the New People's Army's (NPA) revolutionary tax.",1
"6389","The specific motive is unknown; however a military spokesperson speculated that the attack was aimed at disrupting the peace negotiation process between the government and insurgent groups.",1
"6390","The specific motive is unknown; however, an Afghan official posits that the Taliban targeted Maulvi Anisur Rehman because he had close ties with the Afghan government and advised against war.",1
"6391","The specific motive is unknown; however, an Afghan official posits that the Taliban targeted Miran, a local police commander, in retaliation for Miran's efforts to improve security in Archi district. Moreover, sources note that the Taliban had recently launched a new spring offensive campaign against Afghan and foreign security forces.",1
"6392","The specific motive is unknown; however, an Afghan police official claims that the Taliban was attempting to stop a security patrol that was tracking a group of their fellow members.",1
"6393","The specific motive is unknown; however, an Al-Shabaab leader claimed that two of the victims were wanted for fleeing Somalia in an attempt to sabotage the group.",1
"6394","The specific motive is unknown; however, analysts posited that groups were trying to exacerbate sectarian strife in Iraq.  The attack on the engineer was in a predominantly Sunni province.",1
"6395","The specific motive is unknown; however, analysts posited that groups were trying to exacerbate sectarian strife in Iraq.  The attack on the National Reconciliation Committee employee was in a Shiite neighborhood.",1
"6396","The specific motive is unknown; however, analysts posited that groups were trying to exacerbate sectarian strife in Iraq.  The attack on the police officer was in a Shiite neighborhood.",1
"6397","The specific motive is unknown; however, analysts posited that groups were trying to exacerbate sectarian strife in Iraq.  The attack on the police station was in a predominantly Sunni province.",1
"6398","The specific motive is unknown; however, anarchist groups aiming to destroy ""the system"" often perpetrate similar attacks.",1
"6399","The specific motive is unknown; however, an armed forces spokesman stated that the intent of the attack was to gather fuel and supplies.",1
"6400","The specific motive is unknown; however, an army spokesperson stated that the attack was the result of an extortion attempt by the New People's Army (NPA).",1
"6401","The specific motive is unknown; however, a Nepali Congress meeting was scheduled to take place at the location of the attempted incident that day.",1
"6402","The specific motive is unknown; however, an Indian police official speculates that the incident may have stemmed from an altercation that one of the abducted bankers had with a male customer the previous week. Moreover, police officials speculate that the People's Liberation Front of India may have carried out the attack ""to put pressure on [the] police.""",1
"6403","The specific motive is unknown; however, an intelligence official posits that the attack might have been executed in retaliation for recent Pakistani security operations against Tehrik-i-Taliban Pakistan (TTP) and Lashkar-e-Islam (LeI) operatives.",1
"6404","The specific motive is unknown; however, an officer posited that local warlords had told customs officers there would be consequences if the warlords' illegal demands were not satisfied.",1
"6405","The specific motive is unknown; however, an official claims that Tribesmen executed the attack in retaliation for the Yemeni army's killing of six of their clan members.",2
"6406","The specific motive is unknown; however, an official posited that the assailants executed the attack in order to stop Doctor Denis Mukwege from continuing his advocacy for the prevention of sexual violence in the Democratic Republic of the Congo.",1
"6407","The specific motive is unknown; however, an official speculated that the attack was in revenge for recent army operations and drone strikes against Islamic State of Iraq and the Levant (ISIL) targets.",1
"6408","The specific motive is unknown; however, an official stated that the perpetrators were attempting to shut down commercial activity in the area and attacked the victims when they refused to close their shop.",1
"6409","The specific motive is unknown; however, a note left at the scene indicated that the attack was carried out in retaliation to the death of three Muslim brothers earlier in the month.",1
"6410","The specific motive is unknown; however, a note left at the scene of the incident stated that the attack was ""in revenge for the innocents."" Sources speculated that this may refer to an incident three months ago when 16 assailants were killed in an attack on a Thai military base.",1
"6411","The specific motive is unknown; however, a note left at the scene of the recovered bodies stated that those working alongside Afghan security forces would meet the same fate.",1
"6412","The specific motive is unknown; however, a note left by the attackers read, ""You play games with tokens, but I will play with [your] lives.""",1
"6413","The specific motive is unknown; however, a Pakistani official speculated that the attack may have been in retaliation for recent military operations in North Waziristan.",1
"6414","The specific motive is unknown; however, a Pakistani police official noted that the attack was part of a recent string of attacks targeting police officials from the same ethnic background.",2
"6415","The specific motive is unknown; however, a police officer speculated that the attack was in revenge for the police recently arresting a group of wanted assailants.",1
"6416","The specific motive is unknown; however, a police official noted that at the time of the incident, the targeted convoy was traveling to Barangay Depore to implement an official order against illegal miners.",1
"6417","The specific motive is unknown; however, a police official notes that the incident occurred amid a recent string of attacks against retired government employees in Pakistan.",1
"6418","The specific motive is unknown; however, a police official posited that an armed organization executed the attack in order to ""establish its power"" after one of its demands was unfulfilled.",1
"6419","The specific motive is unknown; however, a police official posited that ""anti-social elements"" were targeting the minority Bohra community in order to undermine ""the peace of the city"" during the Eid festivities.",1
"6420","The specific motive is unknown; however, a police official posits that the assailant was targeting Malik Habibullah Khan because of his support for Pakistan's counter-insurgency efforts.",1
"6421","The specific motive is unknown; however, a police official posits that the incident is part of a larger pattern of sectarian violence against Pakistan's Shiite minority population.",1
"6422","The specific motive is unknown; however, a police official posits that the Revolutionary Armed Forces of Colombia (FARC) executed the attack in retaliation for the detention of FARC leader Caicedo on June 27, 2013.",1
"6423","The specific motive is unknown; however, a police official speculates that the assailants planted the device at the hospital because they mistook it as a polio vaccination office.",1
"6424","The specific motive is unknown; however, a police source admitted that the victim had been working as a police informant.",1
"6425","The specific motive is unknown; however, a police source attributed the beheadings to sectarian violence as Balochistan has a history of violence between Shiite and Sunni. A source notes both of the victims were Shiite Muslims.",1
"6426","The specific motive is unknown; however, a police source noted that the victim, Kifayat Hussain, had recently received threats due to his support for local police forces.",1
"6427","The specific motive is unknown; however, a police source speculated that Maoists targeted the government buildings because the group was afraid they could be used to house anti-Maoist security forces.",1
"6428","The specific motive is unknown; however, a police source speculated that Muslim fundamentalists targeted the hotel's nightclub because they opposed the serving of alcoholic beverages, live music, and dancing that occured there.",1
"6429","The specific motive is unknown; however, a police source speculated that the attackers wanted to steal the victim's pickup truck for later use as an explosive device.",1
"6430","The specific motive is unknown; however, a police source speculated that the attack may have been due to local anger at Total Oil Company over corruption allegations.  Other sources speculated that Al-Qa'ida in the Arabian Peninsula (AQAP) was attempting to disrupt oil production.",1
"6431","The specific motive is unknown; however, a police source speculated that the attack may have been related to the murder of an Islami Jamiat-e-Talaba (IJT) group member five days earlier.",2
"6432","The specific motive is unknown; however, a police source speculated that the attack on the home of Najmudeen Uma may have been intended as a warning regarding his role as an advisor for the South Border Province Administrative Centre.  Another source noted that Uma had recently changed political parties for an upcoming election in July and speculated that the attack may have been politically motivated.",1
"6433","The specific motive is unknown; however, a police source speculated that the attack was an attempt by Maoists to boost morale within the group after recent failed attacks.",1
"6434","The specific motive is unknown; however, a police source speculated that the attack was designed to increase border tensions between Sudan and South Sudan.",1
"6435","The specific motive is unknown; however, a police source speculated that the attack was in retaliation for a previous attack on Shiite students.  Sources further speculated that the attack may be part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.",1
"6436","The specific motive is unknown; however, a police source speculated that the attack was in retaliation for the alleged killing of a village chief by authorities on June 5, 2012.",1
"6437","The specific motive is unknown; however, a police source speculated that the attack was meant to increase awareness of the existence of the New People's Army (NPA) in the area and shame the security forces in the eyes of civilians.",1
"6438","The specific motive is unknown; however, a police source speculated that the attack was motivated by revenge, as the Special Police Officer had been involved in a number of operations against banned groups in the area.",1
"6439","The specific motive is unknown; however, a police source speculated that the attack, which targeted the home of Councilor Paul de Jesus, may have been politically motivated.  The source notes that de Jesus had filed paperwork in October to run for the office of vice mayor.",1
"6440","The specific motive is unknown; however, a police source speculated that the attempted bombing of power pylons may have been designed to damage the transmission line and disrupt power to hundreds of villages.",1
"6441","The specific motive is unknown; however, a police source speculated that the Garo National Liberation Army suspected the victim of being a police informant.",1
"6442","The specific motive is unknown; however, a police source speculated that the Kurdistan Workers' Party (PKK) was attempting to sabotage commercial activity in the area.",1
"6443","The specific motive is unknown; however, a police source speculated that the motivation may have been ethnic in nature. A source also noted one of the targeted shops was owned by a Muttahida Qaumi Movement activist, while the other was owned by a member of the Pakistan People's Party.",1
"6444","The specific motive is unknown; however, a police source speculated that the murder may have been motivated by the victim's participation in the Karachi Operation during the 1990s.",1
"6445","The specific motive is unknown; however, a police source speculated that the victim may have been abducted because he opened a business during the Oro festival in defiance of tradition and then was killed for recognizing one of his abductors.  Another source speculated that the motive may have been political and related to the victim's role as a grassroots politician.",1
"6446","The specific motive is unknown; however, a police source speculated that the victim's work as a judge may have motivated his killers.",1
"6447","The specific motive is unknown; however, a police source speculated that the victim was targeted because he was a military informant.",1
"6448","The specific motive is unknown; however, a police source speculates that the bomb may have been in response to the arrests of the sons of a Tehrik-i-Taliban Pakistan (TTP) commander.",2
"6449","The specific motive is unknown; however, a police source speculates that the victim may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.",1
"6450","The specific motive is unknown; however, a police source stated that the attack on the general marketplace was aimed at increasing fear among the population.",1
"6451","The specific motive is unknown; however, a police source stated that the attack was in retaliation for the arrest of two militant commanders.",1
"6452","The specific motive is unknown; however, a police spokesperson indicates that the targeted truck's owner had received threats following his refusal to accede to a New People's Army (NPA) extortion demand.",1
"6453","The specific motive is unknown; however, a police spokesperson stated that the attack was retribution for the killing of two assailants on Saturday night.",1
"6454","The specific motive is unknown; however, a police spokesperson stated the attack was designed to frighten voters away from the upcoming polls.",1
"6455","The specific motive is unknown; however, a radio station official, Suhbatullah Intizar, noted the station had previously been threatened with violence if did not move its office location.",1
"6456","The specific motive is unknown; however, a ransom ($82,000) was requested but not paid.",1
"6457","The specific motive is unknown; however, arriving police officers speculated that the church was attacked because it espoused anti-Russian sentiments.",1
"6458","The specific motive is unknown; however, a Russian Foreign Ministry official speculated that the attempt on the life of Abkhazian President Alexander Ankvab was intended to destabilize the republic in light of parliamentary elections scheduled to be held the following month.",1
"6459","The specific motive is unknown; however, a security director with Colombia's police speculated that the attack was in retaliation for recent security raids against leftist groups in Tumaco.",1
"6460","The specific motive is unknown; however, a security official speculated that revenge may have been a motivating factor behind the attack.",1
"6461","The specific motive is unknown; however, a security source speculated that the victim was killed because Al-Qa`ida in the Arabian Peninsula (AQAP) accused him of being an informant for Yemeni and foreign intelligence agencies.",1
"6462","The specific motive is unknown; however, a security source speculates that the attack was intended to derail upcoming peace talks.",1
"6463","The specific motive is unknown; however, a senior Afghan official indicates that Lakhkar Khan, the victim, had been encouraging local people to rebel against the Taliban in the region.",1
"6464","The specific motive is unknown; however, a senior United States official speculated that the attack on Israeli tourists in Bulgaria was carried out by Hizballah in retaliation for the alleged assassinations of Iranian nuclear scientists by Israel. Sources noted that the attack is likely part of a larger trend in a 'shadow war' between Israel on one side and Hizballah and Iran on the other.",1
"6465","The specific motive is unknown; however, a similar kidnapping the previous month was perpetrated because of Iran's support for the Syrian government.",1
"6466","The specific motive is unknown; however, Asmatullah Shaheen, a Tehrik-i-Taliban Pakistan (TTP) commander, stated that the group had issued demands for the release of the kidnapped victims, but he would not tell the media what the demands were.",1
"6467","The specific motive is unknown; however, a Somali government official posits that Al-Shabaab carried out the attack in order to gain media attention following their recent defeats at the hands of allied African forces.",1
"6468","The specific motive is unknown; however, a Somali government official posits that Al-Shabaab executed the attack because they are opposed to the installation of street lights for the purposes of public safety.",1
"6469","The specific motive is unknown; however, a source asserted that the attack was sectarian in nature.",1
"6470","The specific motive is unknown; however, a source believed that the victim, Fernando Vidal, was attacked because he reported extensively on liquid petroleum smuggling and was an outspoken critic of the provincial government.",1
"6471","The specific motive is unknown; however, a source claims that the perpetrators carried out the attack because they were anti-literacy.",1
"6472","The specific motive is unknown; however, a source claims that the perpetrators executed the attack in response to the Egyptian security forces recent suppression of extremist elements.",1
"6473","The specific motive is unknown; however, a source indicated that after Musa Magazai identified himself as a school headmaster, one of the assailants stated, ""You are the type of people we are looking for.""",1
"6474","The specific motive is unknown; however, a source indicated that, following his capture, the assailant told security personnel that ""eminent religious leaders"" in Bauchi sponsored his attempted suicide bombing attack.",1
"6475","The specific motive is unknown; however, a source indicated that numerous posters throughout Jammu and Kashmir state had threatened violence against local elected leaders if they failed to resign from their posts.",1
"6476","The specific motive is unknown; however, a source indicated that, prior to the arrival of security forces, the Taliban executed two civilians for allegedly colluding with the Afghan government.",1
"6477","The specific motive is unknown; however, a source indicated that the incident was consistent with a larger pattern of anti-Shiite sectarian violence in Iraq.",1
"6478","The specific motive is unknown; however, a source indicated that the primary target of the attack was a security post operated by an anti-Taliban militia.",1
"6479","The specific motive is unknown; however, a source indicated that the victim, Ali Garbojo, defected from Al-Shabaab and subsequently allied with government forces.",1
"6480","The specific motive is unknown; however, a source indicates that Al-Shabaab had previously threatened to kill anyone involved in the drafting of the new Somali constitution.",1
"6481","The specific motive is unknown; however, a source indicates that Chabahar is a predominantly Sunni Muslim city where the local population claims to suffer discrimination at the hands of the Shiite-led Iranian government.",1
"6482","The specific motive is unknown; however, a source indicates that Maoists targeted Arjun Madavi because they suspected him of being a police informant.",1
"6483","The specific motive is unknown; however, a source indicates that members of the Garo National Liberation Army were attempting to extort money from the targeted toll gate.",1
"6484","The specific motive is unknown; however, a source indicates that Shiite Turkmans recently held a rally outside of Tuz-Khurmato city, protesting against Islamic State of Iraq and the Levant (ISIL)'s attacks on their ethno-religious minority group.",1
"6485","The specific motive is unknown; however, a source indicates that the assailants executed the attack after the targeted van's owner refused to pay the New People's Army's (NPA) ""revolutionary taxes"".",1
"6486","The specific motive is unknown; however, a source indicates that the incident is consistent with a larger trend of attacks against journalists and the media industry in Somalia.",1
"6487","The specific motive is unknown; however, a source indicates that the incident is part of a larger pattern of ethnic and sectarian violence between the Muslim Junkun and Christian Tarok groups.",2
"6488","The specific motive is unknown; however, a source indicates that the incident is part of a recent series of attacks related to the majority Shiite's 30-month uprising against the Sunni-led government.",1
"6489","The specific motive is unknown; however, a source indicates that the incident occurred amid a recent string of attacks following the ouster of former Islamist Egyptian president Mohamed Morsi on July 3, 2013.",1
"6490","The specific motive is unknown; however, a source indicates that the incident occurred amid a recent string of attacks following the recent arrest and mistreatment of Rayhana Moussawi, a female activist for the February 14 youth group.",1
"6491","The specific motive is unknown; however, a source indicates that the incident occurred amid a recent wave of violence in Sinai following the ouster of former Islamist Egyptian president Mohamed Morsi on July 3, 2013.",1
"6492","The specific motive is unknown; however, a source indicates that the incident occurred amid a recent wave of violence targeting military officers who served under the deposed Muammar Gaddafi regime.",1
"6493","The specific motive is unknown; however, a source indicates that the incident occurred amid a recent wave of violence targeting police officers who served under the deposed Muammar Gaddafi regime.",1
"6494","The specific motive is unknown; however, a source indicates that the incident occurred amid a recent wave of violence targeting security forces in Sinai following the ouster of former Islamist Egyptian president Mohamed Morsi on July 3, 2013.",5
"6495","The specific motive is unknown; however, a source indicates that the incident took place after local residents refused to give a religious donation (zakat) to suspected Taliban members.",1
"6496","The specific motive is unknown; however, a source indicates that the perpetrators executed the attack because they suspected the Al-Asimah Television manager of being a Mummar Gaddafi loyalist and the channel of being associated with the National Forces Alliance.",1
"6497","The specific motive is unknown; however, a source indicates that the perpetrators set fire to the homes of locals who opposed the presence of extremist groups in the area.",1
"6498","The specific motive is unknown; however, a source indicates that the targeted primary school teacher was known for criticizing ""members of armed groups"" in the area.",1
"6499","The specific motive is unknown; however, a source noted that African Union forces had recently captured Al-Shabaab's former stronghold in Kismayo.",1
"6500","The specific motive is unknown; however, a source noted that Ahmad Gul, the victim, was an active member of an anti-Taliban peace militia.",1
"6501","The specific motive is unknown; however, a source noted that allied African forces recently captured Al-Shabaab's former stronghold in Kismaayo.",1
"6502","The specific motive is unknown; however, a source noted that Al-Shabaab pledged to target Somali government officials in the locales recently seized by allied African forces.",1
"6503","The specific motive is unknown; however, a source noted that a month-long Shiite uprising was suppressed by the government in March of 2011 and speculated that this attack may be part of a trend of violence between Bahrain's majority Shiite population and the Sunni-dominated government.",1
"6504","The specific motive is unknown; however, a source noted that Boko Haram had a campaign targeting Christians in various settings.  This attack was at the Living Faith Church.",1
"6505","The specific motive is unknown; however, a source noted that Dawar Khan was a chief member of a militia founded to counteract anti-state, extremist violence in Pakistan.",1
"6506","The specific motive is unknown; however, a source noted that despite a peace deal between Sunni and Shiite communities, members of the Shiite community are often targeted.",1
"6507","The specific motive is unknown; however, a source noted that elections were scheduled to be held in five days in Algeria on May 10, 2012.",1
"6508","The specific motive is unknown; however, a source noted that, immediately prior to the incident, Indian security forces eradicated a Maoist-fabricated roadblock in the area.",1
"6509","The specific motive is unknown; however, a source noted that Late Jeylani, the murdered journalist, had worked on radio and television shows that were critical of Al-Shabaab and had received several threatening phone calls from the group.",1
"6510","The specific motive is unknown; however, a source noted that Maoists had called for a protest week against Operation Green Hunt, army deployments, and the allocation of iron ore miners to business houses.",1
"6511","The specific motive is unknown; however, a source noted that Maoists were opposed to road construction efforts in the region.",1
"6512","The specific motive is unknown; however, a source noted that Muslim separatists had recently threatened violence against local Buddhist residents if they did not vacate southern Thailand.",1
"6513","The specific motive is unknown; however, a source noted that, one day prior to the incident, Filipino police officials had arrested three suspected members of the Bangsamoro Islamic Freedom Movement (BIFM).",1
"6514","The specific motive is unknown; however, a source noted that one of the victims was a leader of the Sahwa militia, a Sunni group that allied with the United States military in 2006 against Al-Qa`ida.",1
"6515","The specific motive is unknown; however, a source noted that one of the victims was a member of the Sahwa militia, a Sunni group that allied with the United States (US) military in 2006 against Al-Qa'ida.",1
"6516","The specific motive is unknown; however, a source noted that one week prior to the attack, the people's council of the Northern Baghlan Province had demanded the targeted provincial education chief resign his position.",1
"6517","The specific motive is unknown; however, a source noted that police inspectors were investigating whether the incident was related to the recent Filipino elections.",1
"6518","The specific motive is unknown; however, a source noted that, prior to the incident, Turkish security forces conducted an offensive operation that killed 16 Kurdistan Workers' Party (PKK) operatives.",3
"6519","The specific motive is unknown; however, a source noted that tax offices had been increasingly targeted in the aftermath of sweeping austerity measures implemented in Italy last year.",1
"6520","The specific motive is unknown; however, a source noted that the assembly was meeting to debate a provisional constitution for Somalia. The assembly had been previously threatened by Al-Shabaab, who had promised to disrupt it.",1
"6521","The specific motive is unknown; however, a source noted that the attack may have been part of a larger pattern of targeted killings of Sunni religious scholars.  The source further noted that the victim was the tenth religious scholar killed in Quetta in recent months.",1
"6522","The specific motive is unknown; however, a source noted that the attack occurred after individuals distributed pamphlets which called for a withdrawal of military forces.",1
"6523","The specific motive is unknown; however, a source noted that the attack occurred ahead of a bandh called for by an anti-talk faction of the United Liberation Front of Assam (ULFA) on August 15, 2012.",2
"6524","The specific motive is unknown; however, a source noted that the attack occurred ahead of India's Independence Day, which Maoists typically observe as a ""Black Day.""",2
"6525","The specific motive is unknown; however, a source noted that the attack was in a predominantly Sunni area and occurred one day after two explosions targeted Shiite pilgrims in Baghdad.  Sources speculated that the attack may be part of a larger trend of sectarian violence between Iraq's minority Sunni and majority Shiite communities.",4
"6526","The specific motive is unknown; however, a source noted that the attack was one in a series of 10 recent killings of Sunni clerics in Quetta dating back several months.",1
"6527","The specific motive is unknown; however, a source noted that the attack, which burned a ballot box half an hour before the closing of polls, took place in the Athens neighborhood of Exarhia.  Sources also noted that Exarhia has historically been a leftist and anarchist neighborhood.",1
"6528","The specific motive is unknown; however, a source noted that the blast, which destroyed an unfinished building, occurred in an area with many hotels and brothels.",1
"6529","The specific motive is unknown; however, a source noted that the checkpoint that was attacked was manned by members of the Sahwa militia, a Sunni group that allied with the United States military in 2006 against Al-Qa`ida.",1
"6530","The specific motive is unknown; however, a source noted that the eight soldiers wounded were providing security for voter registration efforts in the province.",1
"6531","The specific motive is unknown; however, a source noted that the Haftar Militia had recently began a campaign with the intent of destroying Islamist militias and their parliamentary representatives.",1
"6532","The specific motive is unknown; however, a source noted that the hostage taker demanded to speak to the specific French police unit that killed Mohamed Merah.  Merah was a French Algerian who was shot during a standoff with police after killing seven people in a series of attacks throughout southern France in March of the same year.",1
"6533","The specific motive is unknown; however, a source noted that the incident is consistent with a larger campaign of anti-Shiite sectarian violence in Iraq, which is being undertaken in order to stoke sectarian strife between Iraq's Sunni and Shiite populations.",2
"6534","The specific motive is unknown; however, a source noted that the incident occurred amid a spate of attacks that were carried out to commemorate ""the anniversary of the founding of the Bersatu separatist movement.""",1
"6535","The specific motive is unknown; however, a source noted that the Kurdistan Workers' Party (PKK) views Turkish educational institutions as tools for assimilating Kurdish children. Moreover, the PKK attacks schools in order to advance its demand that Kurdish-language education be taught in predominantly Kurdish areas.",2
"6536","The specific motive is unknown; however, a source noted that the murdered contractor had previously been warned in posters put up by Maoists that he was not to do repair work without the group's permission.",1
"6537","The specific motive is unknown; however, a source noted that the Runda Kumpulan Kecil (RKK) was attempting to destroy the last remaining Buddhist home in a local village and engaged the government forces assigned to protect the family.",1
"6538","The specific motive is unknown; however, a source noted that the schools in the Khogyani district had just reopened after having been closed for several days due to threats.",1
"6539","The specific motive is unknown; however, a source noted that the soldier killed was part of an anti-poppy campaign being conducted in the Qaisar district.",1
"6540","The specific motive is unknown; however, a source noted that the soldiers were acting upon arrest warrants for the rebels when the fighting broke out.",1
"6541","The specific motive is unknown; however, a source noted that the Taliban opposes mixed-gender parties that involve music and dancing. Moreover, an Afghan official speculated that the Taliban executed the attack because the targeted civilians were encouraging local villagers to rise up against the Taliban.",1
"6542","The specific motive is unknown; however, a source noted that the Taliban recently announced a spring offensive called ""Al-Farooq"" that targeted foreign and Afghan troops as well as members of the Afghan government.",1
"6543","The specific motive is unknown; however, a source noted that the Taliban was attempting to reassert authority in Urozgan province after successful military operations against them.",1
"6544","The specific motive is unknown; however, a source noted that the targeted Arwa Mosque was about to celebrate a death anniversary important to followers of the Al-Buhrah sect and that the sect is deemed heretical by many Shiites and Sunnis. According to a citizen at the mosque, an individual suspected of being affiliated with Al-Qa`ida had visited and threatened the mosque a week earlier.",1
"6545","The specific motive is unknown; however, a source noted that the targeted Lebanese TV channel, NTV, is known to be critical of the government.",1
"6546","The specific motive is unknown; however, a source noted that the tribal leader and his son were just returning from a conference organized to denounce militancy.",1
"6547","The specific motive is unknown; however, a source noted that the victim, Anwar Khan, was a member of the Maidan Peace Committee and that he had been previously threatened.",1
"6548","The specific motive is unknown; however, a source noted that the victims were members of the Sahwa Council militia, a Sunni group that allied with the United States military in 2006 against Al-Qa`ida.",1
"6549","The specific motive is unknown; however, a source noted that the victim was a contractor involved in road construction work and that Maoists are known to oppose such work.",1
"6550","The specific motive is unknown; however, a source noted that the victim was a member of an anti-Taliban peace militia.",2
"6551","The specific motive is unknown; however, a source noted the United People's Democratic Front (UPDF): Bangladesh has been trying to stop the implementation of the 1997 Chittagong Hill Tracts (CHT) Accord.",1
"6552","The specific motive is unknown; however, a source notes that Abdul Nazir, the victim and a former jihadi commander, supported police activities and operations in the area.",1
"6553","The specific motive is unknown; however, a source notes that, a few days prior to the incident, Afghan security forces launched a major offensive campaign in Batikot district in an effort to eradicate Taliban elements from the area.",1
"6554","The specific motive is unknown; however, a source notes that Akhil Terai Mukti Morcha (ATMM) leader Jay Krishna Goit recently declared his intention to disrupt the upcoming elections in Nepal.",1
